,Title,Date,Price,Store,Town,Wilaya,Area,FlatType,isForRent
8388,Location Terrain Boumerdès Ouled moussa,2025-07-26 11:31:23+00:00,1200000.0,Ets El Khawa  Derbal ,Ouled moussa,Boumerdès,,,True
8389,Vente Appartement F4 Alger Dar el beida,2025-07-26 11:31:23+00:00,,byerent immobilier,Dar el beida,Alger,,F4,False
8390,Vente Appartement F4 Alger Bordj el kiffan,2025-07-26 11:31:21+00:00,,Plaza immo,Bordj el kiffan,Alger,,F4,False
8391,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:31:21+00:00,,Plaza immo,Bordj el kiffan,Alger,,F3,False
8392,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:31:21+00:00,,Plaza immo,Bordj el kiffan,Alger,,F3,False
8393,Vente Appartement F2 Alger Bordj el kiffan,2025-07-26 11:31:21+00:00,,Plaza immo,Bordj el kiffan,Alger,,F2,False
8394,Vente Appartement F4 Alger Bordj el bahri,2025-07-26 11:31:19+00:00,23500000.0,Nada Promotion immobilière 2,Bordj el bahri,Alger,97,F4,False
8395,Vente Appartement F4 Alger Mohammadia,2025-07-26 11:31:18+00:00,,Nada Promotion immobilière 2,Mohammadia,Alger,,F4,False
8396,Vente Appartement Alger Staoueli,2025-07-26 11:31:16+00:00,26000000.0,Agence Immobilière amina ,Staoueli,Alger,74,,False
8397,Vente Appartement F4 Blida Blida,2025-07-26 11:31:14+00:00,,sama promotion immobillière,Blida,Blida,99,F4,False
8398,Vente Appartement F2 Blida Boufarik,2025-07-26 11:31:14+00:00,160000.0,sama promotion immobillière,Boufarik,Blida,,F2,False
8399,Vente Appartement Oran Bir el djir,2025-07-26 11:31:12+00:00,,Oscar promotion,Bir el djir,Oran,120,,False
8400,Vente Appartement F4 Alger Birkhadem,2025-07-26 11:31:11+00:00,,Alcoimmobilier,Birkhadem,Alger,,F4,False
8401,Vente Appartement F5 Alger Draria,2025-07-26 11:31:10+00:00,,Sarl Hamas Promotion Immobilière,Draria,Alger,470,F5,False
8402,Vente Appartement F4 Alger Cheraga,2025-07-26 11:31:09+00:00,,BM Promotion,Cheraga,Alger,138,F4,False
8403,Vente Appartement F2 Alger Cheraga,2025-07-26 11:31:09+00:00,,BM Promotion,Cheraga,Alger,200,F2,False
8404,Vente Appartement F2 Alger Cheraga,2025-07-26 11:31:09+00:00,,BM Promotion,Cheraga,Alger,,F2,False
8405,Location Appartement F3 Alger Cheraga,2025-07-26 10:24:50+00:00,15.0,,Cheraga,Alger,80,F3,True
8406,Vente Appartement F4 Alger Ouled fayet,2025-07-26 10:24:06+00:00,24000000.0,,Ouled fayet,Alger,,F4,False
8407,Vente Appartement F4 Alger Cheraga,2025-07-26 11:31:09+00:00,,BM Promotion,Cheraga,Alger,6600,F4,False
8408,Vente Duplex F6 Alger Cheraga,2025-07-26 11:31:08+00:00,,BM Promotion,Cheraga,Alger,112,F6,False
8409,Location Appartement F5 Alger Rouiba,2025-07-26 11:31:07+00:00,220000.0,Bureau d'affaires amel,Rouiba,Alger,,F5,True
8410,Vente Appartement F5 Alger Ouled fayet,2025-07-26 11:31:07+00:00,,Faradj Promo  ,Ouled fayet,Alger,250,F5,False
8411,Vente Appartement F3 Alger Ouled fayet,2025-07-26 11:31:07+00:00,,Faradj Promo  ,Ouled fayet,Alger,75,F3,False
8412,Vente Terrain Boumerdes Corso,2025-07-26 10:23:18+00:00,5300000.0,,Corso,Boumerdès,,,False
8413,Location vacances Appartement F3 Boumerdès Dellys,2025-07-26 10:22:29+00:00,660000.0,,Dellys,Boumerdès,87,F3,True
8414,Vente Appartement F3 Alger Cheraga,2025-07-26 11:31:07+00:00,,Faradj Promo  ,Cheraga,Alger,,F3,False
8415,Vente Appartement F3 Alger Ouled fayet,2025-07-26 11:31:07+00:00,,Faradj Promo  ,Ouled fayet,Alger,101,F3,False
8416,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:31:06+00:00,,Faradj Promo  ,Ouled fayet,Alger,,F4,False
8417,Vente Appartement F4 Alger Cheraga,2025-07-26 11:31:06+00:00,,Faradj Promo  ,Cheraga,Alger,73,F4,False
8418,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:31:06+00:00,,Faradj Promo  ,Ouled fayet,Alger,114,F4,False
8419,Location vacances Appartement F2 Alger Alger centre,2025-07-26 10:20:27+00:00,11000.0,,Alger centre,Alger,95,F2,True
8420,Location Appartement Studio F2 F3 Jijel Ziama mansouriah,2025-07-26 10:19:33+00:00,,,Ziama mansouriah,Jijel,300,F2,True
8421,Vente Appartement F3 Oran Oran,2025-07-26 11:31:06+00:00,14790000.0,El Alouani Promotion ,Oran,Oran,,F3,False
8422,Location Appartement F4 Oran Oran,2025-07-26 11:31:05+00:00,35000.0,promotion immobiliere sidi attalah ,Oran,Oran,,F4,True
8423,Vente Appartement Béjaïa Beni ksila,2025-07-26 11:31:04+00:00,,Sarl Aris immo,Beni ksila,Béjaïa,,,False
8424,Vente Appartement F5 Alger Ouled fayet,2025-07-26 11:31:04+00:00,,Faradj Promo,Ouled fayet,Alger,,F5,False
8425,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:31:04+00:00,,Faradj Promo,Ouled fayet,Alger,,F4,False
8426,Vente Terrain Jijel El aouana,2025-07-26 10:18:13+00:00,,,El aouana,Jijel,110,,False
8427,Location Bungalow Ain temouchent Beni saf,2025-07-26 10:18:06+00:00,,,Beni saf,Aïn Témouchent,100,,True
8428,Vente Duplex F7 Alger Ouled fayet,2025-07-26 11:31:03+00:00,,Faradj Promo,Ouled fayet,Alger,107,F7,False
8429,Vente Appartement F3 Alger Cheraga,2025-07-26 11:31:03+00:00,,Faradj Promo,Cheraga,Alger,90,F3,False
8430,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:31:03+00:00,,Faradj Promo,Bordj el kiffan,Alger,135,F3,False
8431,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:31:03+00:00,,Faradj Promo,Ouled fayet,Alger,,F4,False
8432,Vente Appartement F3 Alger Ouled fayet,2025-07-26 11:31:02+00:00,,Faradj Promo,Ouled fayet,Alger,,F3,False
8433,Location Appartement F2 Alger Sidi moussa,2025-07-26 10:15:55+00:00,,,Sidi moussa,Alger,106,F2,True
8434,Location Appartement F3 Alger Ouled fayet,2025-07-26 10:15:08+00:00,80000.0,,Ouled fayet,Alger,,F3,True
8435,Vente Appartement F5 Alger Ouled fayet,2025-07-26 11:31:02+00:00,,Faradj Promo,Ouled fayet,Alger,193,F5,False
8436,Vente Appartement F3 Alger Ouled fayet,2025-07-26 11:31:02+00:00,,Faradj Promo,Ouled fayet,Alger,,F3,False
8437,Vente Appartement F3 Mostaganem Mezghrane,2025-07-26 11:31:01+00:00,129000000.0,Housing boukerrouche,Mezghrane,Mostaganem,,F3,False
8438,Vente Appartement F4 Mostaganem Mezghrane,2025-07-26 11:31:01+00:00,145000.0,Housing boukerrouche,Mezghrane,Mostaganem,127,F4,False
8439,Location Local Alger Ain benian,2025-07-26 11:31:00+00:00,,Bureau d'affaire,Ain benian,Alger,,,True
8440,Vente Appartement F3 Blida Blida,2025-07-26 11:30:59+00:00,,sama promotion immobillière,Blida,Blida,104,F3,False
8441,Vente Appartement F2 Alger Bab ezzouar,2025-07-26 11:30:58+00:00,,Aymen promotion / DYacine,Bab ezzouar,Alger,,F2,False
8442,Vente Appartement F4 Alger Bir mourad rais,2025-07-26 11:30:58+00:00,,Quattro immobilier,Bir mourad rais,Alger,,F4,False
8443,Vente Appartement Tizi Ouzou Azeffoun,2025-07-26 11:30:58+00:00,14000000.0,Deux Rives Azeffoun,Azeffoun,Tizi Ouzou,,,False
8444,Vente Appartement F5 Alger Bir mourad rais,2025-07-26 11:30:57+00:00,,Quattro immobilier,Bir mourad rais,Alger,240,F5,False
8445,Vente Villa Boumerdès Thenia,2025-07-26 11:30:56+00:00,,Buildline Promotion Immobilière ,Thenia,Boumerdès,94,,False
8446,Vente Appartement F4 Alger Cheraga,2025-07-26 11:30:55+00:00,,BM Promotion,Cheraga,Alger,,F4,False
8447,Vente Appartement F3 Alger Cheraga,2025-07-26 11:30:55+00:00,,BM Promotion,Cheraga,Alger,,F3,False
8448,Vente Appartement F2 Alger Cheraga,2025-07-26 11:30:55+00:00,,BM Promotion,Cheraga,Alger,94,F2,False
8449,Vente Appartement F4 Alger Cheraga,2025-07-26 11:30:55+00:00,,BM Promotion,Cheraga,Alger,400,F4,False
8450,Vente Appartement F3 Alger Cheraga,2025-07-26 11:30:54+00:00,,BM Promotion,Cheraga,Alger,,F3,False
8451,Vente Appartement F4 Alger Cheraga,2025-07-26 11:30:54+00:00,,BM Promotion,Cheraga,Alger,,F4,False
8452,Vente Appartement F4 Alger Cheraga,2025-07-26 11:30:54+00:00,,BM Promotion,Cheraga,Alger,,F4,False
8453,Location Appartement F3 Alger Ouled fayet,2025-07-26 10:15:08+00:00,80000.0,,Ouled fayet,Alger,,F3,True
8454,Vente Terrain Alger Bouzareah,2025-07-26 10:14:39+00:00,9500000.0,,Bouzareah,Alger,,,False
8455,Vente Appartement F4 Alger Cheraga,2025-07-26 11:30:53+00:00,,BM Promotion,Cheraga,Alger,,F4,False
8456,Vente Appartement F3 Alger Dely brahim,2025-07-26 11:30:52+00:00,32000000.0,Agence Elwiem,Dely brahim,Alger,121,F3,False
8457,Vente Appartement F4 Alger Bordj el kiffan,2025-07-26 11:30:39+00:00,15200000.0,Groupe Ahmed Soltan,Bordj el kiffan,Alger,125,F4,False
8458,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:30:39+00:00,12200000.0,Groupe Ahmed Soltan,Bordj el kiffan,Alger,,F3,False
8459,Vente Local Alger Bordj el kiffan,2025-07-26 11:30:39+00:00,,Groupe Ahmed Soltan,Bordj el kiffan,Alger,,,False
8460,Vente Appartement F4 Bouira Lakhdaria,2025-07-26 10:14:15+00:00,,,Lakhdaria,Bouira,108,F4,False
8461,Vente Terrain Alger Birtouta,2025-07-26 10:14:13+00:00,1.0,,Birtouta,Alger,,,False
8462,Vente Duplex F5 Alger Bordj el kiffan,2025-07-26 11:30:39+00:00,,Groupe Ahmed Soltan,Bordj el kiffan,Alger,72,F5,False
8463,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:30:38+00:00,,Groupe Ahmed Soltan,Bordj el kiffan,Alger,100,F3,False
8464,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:30:38+00:00,12500000.0,Groupe Ahmed Soltan,Bordj el kiffan,Alger,,F3,False
8465,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:30:38+00:00,,Groupe Ahmed Soltan,Bordj el kiffan,Alger,147,F3,False
8466,Vente Appartement F2 Alger Cheraga,2025-07-26 11:30:30+00:00,,Aymen promotion / Neila,Cheraga,Alger,75,F2,False
8467,Location vacances Appartement Studio Tipaza Gouraya,2025-07-26 10:13:48+00:00,,,Gouraya,Tipaza,350,,True
8468,Vente Villa Alger Alger centre,2025-07-26 10:13:09+00:00,40000000.0,,Alger centre,Alger,3,,False
8469,Vente Appartement F4 Alger Dely brahim,2025-07-26 11:30:28+00:00,,Condor Immo,Dely brahim,Alger,,F4,False
8470,Vente Local Bouira Bouira,2025-07-26 11:30:28+00:00,,Condor Immo,Bouira,Bouira,90,,False
8471,Location Local Alger Cheraga,2025-07-26 11:30:26+00:00,,Paradoxe promotion ,Cheraga,Alger,70,,True
8472,Vente Appartement F7 Alger Said hamdine,2025-07-26 11:30:26+00:00,,Paradoxe promotion ,Said hamdine,Alger,,F7,False
8473,Vente Appartement F4 Alger Said hamdine,2025-07-26 11:30:25+00:00,,Paradoxe promotion ,Said hamdine,Alger,75,F4,False
8474,Location Appartement F4 Alger Ouled fayet,2025-07-26 10:12:57+00:00,120000.0,,Ouled fayet,Alger,242,F4,True
8475,Location vacances Studio Tlemcen Marsa ben mhidi,2025-07-26 10:12:06+00:00,3000.0,,Marsa ben mhidi,Tlemcen,120,,True
8476,Vente Appartement Alger Said hamdine,2025-07-26 11:30:25+00:00,,Paradoxe promotion ,Said hamdine,Alger,,,False
8477,Location Appartement F4 Alger Dely brahim,2025-07-26 11:30:15+00:00,100000.0,AGENCE IMMOBILIERE HFY ,Dely brahim,Alger,,F4,True
8478,Vente Appartement F4 Alger Bordj el bahri,2025-07-26 11:30:10+00:00,1.0,VasteHOME,Bordj el bahri,Alger,547,F4,False
8479,Vente Terrain Alger Douera,2025-07-26 11:30:08+00:00,90000.0,Agence walid,Douera,Alger,240,,False
8480,Location Appartement F5 Alger Ain benian,2025-07-26 11:28:51+00:00,56000.0,Agence immobilière le littoral ,Ain benian,Alger,147,F5,True
8481,Location Appartement F3 Alger Draria,2025-07-26 10:11:56+00:00,10000.0,,Draria,Alger,,F3,True
8482,Vente Appartement F4 Alger Bordj el bahri,2025-07-26 10:11:41+00:00,10000.0,,Bordj el bahri,Alger,160,F4,False
8483,Location vacances Appartement F3 Oran Oran,2025-07-26 11:27:45+00:00,25000.0,MR Oran Location ,Oran,Oran,,F3,True
8484,Location Appartement F3 Oran Oran,2025-07-26 11:26:02+00:00,80000.0,West-immo,Oran,Oran,70,F3,True
8485,Vente Appartement F2 Boumerdès Boudouaou,2025-07-26 11:25:33+00:00,4090000.0,Omar Elitea,Boudouaou,Boumerdès,,F2,False
8486,Vente Appartement F5 Alger Ain taya,2025-07-26 11:25:26+00:00,27500000.0,Omar Elitea,Ain taya,Alger,,F5,False
8487,Location vacances Appartement F2 Oran Oran,2025-07-26 11:25:14+00:00,12000.0,West-immo,Oran,Oran,90,F2,True
8488,Vente Appartement F3 Alger Ain taya,2025-07-26 11:25:12+00:00,24500000.0,Omar Elitea,Ain taya,Alger,75,F3,False
8489,Vente Appartement F3 Alger El marsa,2025-07-26 11:25:00+00:00,15000000.0,Omar Elitea,El marsa,Alger,505,F3,False
8490,Vente Appartement F3 Alger Ain taya,2025-07-26 11:24:57+00:00,17000000.0,Omar Elitea,Ain taya,Alger,,F3,False
8491,Vente Appartement F4 Alger Ain taya,2025-07-26 11:24:53+00:00,20000000.0,Omar Elitea,Ain taya,Alger,450,F4,False
8492,Vente Appartement F3 Alger Ain taya,2025-07-26 11:24:49+00:00,17000000.0,Omar Elitea,Ain taya,Alger,,F3,False
8493,Vente Appartement F4 Alger Bordj el kiffan,2025-07-26 11:22:54+00:00,35000000.0,VasteHOME,Bordj el kiffan,Alger,70,F4,False
8494,Vente Villa Alger Baba hassen,2025-07-26 11:22:49+00:00,1.0,ELMANAR,Baba hassen,Alger,,,False
8495,Vente Carcasse Alger Baba hassen,2025-07-26 11:22:49+00:00,120000000.0,ELMANAR,Baba hassen,Alger,135,,False
8496,Vente Villa Tipaza Fouka,2025-07-26 11:22:49+00:00,60000000.0,ELMANAR,Fouka,Tipaza,100,,False
8497,Vente Carcasse Alger Baba hassen,2025-07-26 11:22:49+00:00,100000000.0,ELMANAR,Baba hassen,Alger,72,,False
8498,Vente Local Alger Baba hassen,2025-07-26 11:22:48+00:00,12000.0,ELMANAR,Baba hassen,Alger,85,,False
8499,Vente Hangar Alger Sidi moussa,2025-07-26 11:22:48+00:00,160000000.0,ELMANAR,Sidi moussa,Alger,118,,False
8500,Vente Carcasse Alger El biar,2025-07-26 11:22:48+00:00,250000000.0,ELMANAR,El biar,Alger,78,,False
8501,Vente Appartement F4 Alger Bordj el bahri,2025-07-26 10:11:41+00:00,10000.0,,Bordj el bahri,Alger,130,F4,False
8502,Location Local Alger Douera,2025-07-26 10:10:54+00:00,12000.0,,Douera,Alger,185,,True
8503,Vente Terrain Alger Baba hassen,2025-07-26 11:22:48+00:00,33000000.0,ELMANAR,Baba hassen,Alger,100,,False
8504,Vente Villa Alger Baba hassen,2025-07-26 11:22:47+00:00,120000000.0,ELMANAR,Baba hassen,Alger,5,,False
8505,Vente Villa Alger Saoula,2025-07-26 11:22:47+00:00,70000.0,ELMANAR,Saoula,Alger,4,,False
8506,Vente Appartement F5 Alger El achour,2025-07-26 11:22:27+00:00,58000000.0,Le Parc immobilier  Agréée par L'état,El achour,Alger,110,F5,False
8507,Location vacances Appartement F1 Alger El achour,2025-07-26 11:22:16+00:00,13000.0,Le Parc immobilier  Agréée par L'état,El achour,Alger,130,F1,True
8508,Vente Villa Alger Dar el beida,2025-07-26 10:10:48+00:00,110000000.0,,Dar el beida,Alger,180,,False
8509,Location Appartement F4 Alger Ouled fayet,2025-07-26 10:10:15+00:00,170000.0,,Ouled fayet,Alger,220,F4,True
8510,Location Villa Alger Dely brahim,2025-07-26 11:21:34+00:00,260000.0,King Com ,Dely brahim,Alger,180,,True
8511,Vente Terrain Blida Ouled selama,2025-07-26 11:21:24+00:00,37000000.0,el hadj terrains,Ouled selama,Blida,2,,False
8512,Vente Terrain Alger Ouled chebel,2025-07-26 11:21:24+00:00,55000.0,el hadj terrains,Ouled chebel,Alger,4,,False
8513,Vente Terrain Alger Tessala el merdja,2025-07-26 11:21:23+00:00,,el hadj terrains,Tessala el merdja,Alger,110,,False
8514,Location Hangar Blida Boufarik,2025-07-26 11:21:23+00:00,2000000.0,el hadj terrains,Boufarik,Blida,75,,True
8515,Location vacances Appartement Mostaganem Mostaganem,2025-07-26 10:10:03+00:00,,,Mostaganem,Mostaganem,100,,True
8516,Vente Appartement F2 Alger Cheraga,2025-07-26 10:10:00+00:00,16800000.0,,Cheraga,Alger,70,F2,False
8517,Location Hangar Alger Birtouta,2025-07-26 11:21:23+00:00,650000.0,el hadj terrains,Birtouta,Alger,,,True
8518,Location Local Alger Ouled chebel,2025-07-26 11:21:23+00:00,200000.0,el hadj terrains,Ouled chebel,Alger,140,,True
8519,Vente Terrain Alger Ouled chebel,2025-07-26 11:21:22+00:00,,el hadj terrains,Ouled chebel,Alger,90,,False
8520,Location Hangar Alger Ouled chebel,2025-07-26 11:21:22+00:00,500000.0,el hadj terrains,Ouled chebel,Alger,80,,True
8521,Vente Villa Alger Hraoua,2025-07-26 11:20:26+00:00,75000000.0,Agence Immobilier fares,Hraoua,Alger,75,,False
8522,Vente Villa Alger Bordj el kiffan,2025-07-26 10:09:44+00:00,550000.0,,Bordj el kiffan,Alger,110,,False
8523,Vente Appartement F4 Alger Bordj el bahri,2025-07-26 10:09:23+00:00,22500000.0,,Bordj el bahri,Alger,95,F4,False
8524,Vente Appartement F3 Alger Reghaia,2025-07-26 11:20:07+00:00,7000000.0,Agence Immobilier fares,Reghaia,Alger,540,F3,False
8525,Vente Appartement F3 Alger Souidania,2025-07-26 11:19:55+00:00,17500000.0,Agence Immobilier fares,Souidania,Alger,65,F3,False
8526,Location Appartement F5 Alger Kouba,2025-07-26 11:19:20+00:00,12500000.0,Mouhouche Kouba,Kouba,Alger,115,F5,True
8527,Vente Local Annaba Annaba,2025-07-26 11:18:56+00:00,11000000.0,agence immobilière Carthage,Annaba,Annaba,75,,False
8528,Vente Appartement F3 Alger Draria,2025-07-26 11:18:45+00:00,,Aymen promotion / MADJER Rania,Draria,Alger,136,F3,False
8529,Vente Appartement Studio F2 F3 Alger Bordj el bahri,2025-07-26 10:09:00+00:00,,,Bordj el bahri,Alger,,F2,False
8530,Vente Appartement F4 Boumerdès Boumerdes,2025-07-26 10:08:57+00:00,26000000.0,,Boumerdes,Boumerdès,,F4,False
8531,Vente Appartement F3 Alger Ouled fayet,2025-07-26 11:18:28+00:00,18000000.0,Agence Immobilière Yaya & Administrateur des Biens Immo,Ouled fayet,Alger,,F3,False
8532,Location Alger Ouled fayet,2025-07-26 11:18:13+00:00,90000.0,Agence Immobilière Yaya & Administrateur des Biens Immo,Ouled fayet,Alger,22,,True
8533,Vente Villa Alger Cheraga,2025-07-26 11:17:58+00:00,135000000.0,Agence Immobilière Yaya & Administrateur des Biens Immo,Cheraga,Alger,300,,False
8534,Vente Villa Alger Kouba,2025-07-26 11:17:34+00:00,150000000.0,Agence Immobilière Yaya & Administrateur des Biens Immo,Kouba,Alger,200,,False
8535,Vente Appartement F3 Alger Bordj el kiffan,2025-07-26 11:17:18+00:00,12200000.0,Royal immo,Bordj el kiffan,Alger,,F3,False
8536,Vente Appartement F2 Alger Bordj el kiffan,2025-07-26 11:17:17+00:00,,BAYTELKOL Immo,Bordj el kiffan,Alger,42,F2,False
8537,Vente Appartement Alger Bordj el kiffan,2025-07-26 11:17:17+00:00,,BAYTELKOL Immo,Bordj el kiffan,Alger,,,False
8538,Vente Duplex F4 Alger Bordj el kiffan,2025-07-26 11:17:16+00:00,,Family house immobilier,Bordj el kiffan,Alger,3000,F4,False
8539,Vente Duplex F5 Alger Bordj el bahri,2025-07-26 11:17:16+00:00,,Family house immobilier,Bordj el bahri,Alger,151,F5,False
8540,Location Hangar Alger Dar el beida,2025-07-26 11:17:14+00:00,4000000.0,AGENCE IMMOBILIERE HFY ,Dar el beida,Alger,,,True
8541,Vente Appartement F4 Alger Bordj el kiffan,2025-07-26 11:17:12+00:00,,Promotion Wassim 1,Bordj el kiffan,Alger,,F4,False
8542,Vente Appartement Oran Oran,2025-07-26 11:17:08+00:00,,lotus islem,Oran,Oran,98,,False
8543,Vente Appartement F3 Boumerdès Boumerdes,2025-07-26 11:17:08+00:00,,Sarl promocasa,Boumerdes,Boumerdès,570,F3,False
8544,Vente Appartement Mostaganem Mostaganem,2025-07-26 11:17:07+00:00,,lotus islem,Mostaganem,Mostaganem,40,,False
8545,Vente Appartement F4 Alger Bordj el kiffan,2025-07-26 11:17:06+00:00,22000000.0,Sarl HTMS,Bordj el kiffan,Alger,200,F4,False
8546,Vente Appartement F4 Tipaza Douaouda,2025-07-26 11:17:06+00:00,23000000.0,Sarl HTMS,Douaouda,Tipaza,,F4,False
8547,Vente Appartement F3 Boumerdès Boumerdes,2025-07-26 11:17:06+00:00,,SARL PROMOCASA,Boumerdes,Boumerdès,202,F3,False
8548,Vente Appartement F4 Alger Staoueli,2025-07-26 11:17:05+00:00,23000000.0,Sarl HTMS,Staoueli,Alger,71,F4,False
8549,Location Hangar Alger Birtouta,2025-07-26 10:08:40+00:00,1.0,,Birtouta,Alger,69,,True
8550,Location Local Alger Bordj el bahri,2025-07-26 10:08:25+00:00,45000.0,,Bordj el bahri,Alger,116,,True
8551,Location Local Alger Ain benian,2025-07-26 11:17:05+00:00,,khadranas promotion,Ain benian,Alger,87,,True
8552,Vente Villa Alger Draria,2025-07-26 11:17:05+00:00,200000000.0,Sarl HTMS,Draria,Alger,95,,False
8553,Vente Villa Tipaza Douaouda,2025-07-26 11:17:05+00:00,72000000.0,Sarl HTMS,Douaouda,Tipaza,49,,False
8554,Vente Appartement Alger Kouba,2025-07-26 11:17:04+00:00,28000000.0,Sarl HTMS,Kouba,Alger,52,,False
8555,Vente Appartement F5 Alger Dely brahim,2025-07-26 11:17:04+00:00,60000000.0,Sarl HTMS,Dely brahim,Alger,122,F5,False
8556,Location Appartement F3 Alger Cheraga,2025-07-26 10:08:21+00:00,90000.0,,Cheraga,Alger,4,F3,True
8557,Vente Villa Oran Boutlelis,2025-07-26 10:08:09+00:00,,,Boutlelis,Oran,123,,False
8558,Vente Appartement F3 Boumerdès Boumerdes,2025-07-26 11:17:04+00:00,,Sarl promocasa,Boumerdes,Boumerdès,185,F3,False
8559,Vente Terrain Alger Ben aknoun,2025-07-26 11:17:03+00:00,87680000.0,Sarl HTMS,Ben aknoun,Alger,100,,False
8560,Location Appartement F3 Alger Ouled fayet,2025-07-26 11:17:03+00:00,45000.0,Agence Immobilière Yaya & Administrateur des Biens Immo,Ouled fayet,Alger,4000,F3,True
8561,Vente Appartement Tlemcen Mansourah,2025-07-26 11:17:02+00:00,,CARRÉ DE L’HABITAT,Mansourah,Tlemcen,95,,False
8562,Vente Appartement F3 Boumerdès Dellys,2025-07-26 11:17:00+00:00,11300000.0,	BATI ASRI Promotion,Dellys,Boumerdès,72,F3,False
8563,Vente Appartement F3 Alger Bab ezzouar,2025-07-26 10:06:52+00:00,20290000.0,,Bab ezzouar,Alger,121,F3,False
8564,Location Niveau De Villa F3 Tlemcen Marsa ben mhidi,2025-07-26 10:06:29+00:00,5500.0,,Marsa ben mhidi,Tlemcen,125,F3,True
8565,Vente Appartement F4 Blida Blida,2025-07-26 11:16:59+00:00,,promotion immobilière sposkor ,Blida,Blida,300,F4,False
8566,Vente Appartement F2 Boumerdès Dellys,2025-07-26 11:16:57+00:00,7200000.0,	BATI ASRI Promotion,Dellys,Boumerdès,,F2,False
8567,Vente Appartement Béjaïa Bejaia,2025-07-26 11:16:56+00:00,15000000.0,ARC IMMO,Bejaia,Béjaïa,340,,False
8568,Vente Appartement F3 Béjaïa Bejaia,2025-07-26 11:16:56+00:00,18000000.0,ARC IMMO,Bejaia,Béjaïa,143,F3,False
8569,Vente Appartement F3 Béjaïa Bejaia,2025-07-26 11:16:55+00:00,17000000.0,ARC IMMO,Bejaia,Béjaïa,108,F3,False
8570,Vente Local Alger Bachdjerrah,2025-07-26 10:06:22+00:00,3550000.0,,Bachdjerrah,Alger,,,False
8571,Location Appartement F2 Alger Douera,2025-07-26 10:06:09+00:00,29000.0,,Douera,Alger,221,F2,True
8572,Vente Local Béjaïa Bejaia,2025-07-26 11:16:55+00:00,27000000.0,ARC IMMO,Bejaia,Béjaïa,6,,False
8573,Vente Appartement F4 Alger Ain taya,2025-07-26 11:16:52+00:00,30.0,SARL promo chakib,Ain taya,Alger,4,F4,False
8574,Vente Local Alger Ain taya,2025-07-26 11:16:52+00:00,,SARL promo chakib,Ain taya,Alger,,,False
8575,Vente Appartement F4 Alger Ain taya,2025-07-26 11:16:51+00:00,340000.0,SARL promo chakib,Ain taya,Alger,350,F4,False
8576,Vente Appartement F4 Alger Ain taya,2025-07-26 11:16:51+00:00,350000.0,SARL promo chakib,Ain taya,Alger,78,F4,False
8577,Vente Appartement F4 Alger Souidania,2025-07-26 10:05:50+00:00,25000000.0,,Souidania,Alger,,F4,False
8578,Location Appartement F5 Alger Ouled fayet,2025-07-26 10:05:44+00:00,200000.0,,Ouled fayet,Alger,112,F5,True
8579,Vente Appartement F4 Alger Ain taya,2025-07-26 11:16:51+00:00,50000000.0,SARL promo chakib,Ain taya,Alger,2,F4,False
8580,Vente Appartement F4 Alger Ain taya,2025-07-26 11:16:51+00:00,,SARL promo chakib,Ain taya,Alger,4,F4,False
8581,Vente Appartement F3 Alger Kouba,2025-07-26 11:16:50+00:00,,Aymen promotion / Hani ,Kouba,Alger,,F3,False
8582,Vente Appartement F3 Alger Staoueli,2025-07-26 11:16:50+00:00,20000000.0,jad immobilier 08,Staoueli,Alger,,F3,False
8583,Vente Appartement F5 Alger Ouled fayet,2025-07-26 11:16:49+00:00,,Faradj Promo,Ouled fayet,Alger,999,F5,False
8584,Vente Appartement F4 Alger Cheraga,2025-07-26 11:16:49+00:00,,Faradj Promo,Cheraga,Alger,46,F4,False
8585,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:16:48+00:00,,Faradj Promo,Ouled fayet,Alger,,F4,False
8586,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:16:48+00:00,,Faradj Promo,Ouled fayet,Alger,,F4,False
8587,Vente Appartement F3 Alger Ouled fayet,2025-07-26 11:16:48+00:00,,Faradj Promo,Ouled fayet,Alger,72,F3,False
8588,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:16:47+00:00,,Faradj Promo,Ouled fayet,Alger,123,F4,False
8589,Vente Terrain Blida Soumaa,2025-07-26 11:16:47+00:00,250000.0,Iwane immo,Soumaa,Blida,124,,False
8590,Vente Appartement F5 Alger Ouled fayet,2025-07-26 11:16:47+00:00,,Faradj Promo,Ouled fayet,Alger,,F5,False
8591,Vente Appartement F4 Alger Ouled fayet,2025-07-26 11:16:47+00:00,250000.0,Faradj Promo,Ouled fayet,Alger,15000,F4,False
